1 2 3 4;1 4
356 357 396 397 742;356
2102 2216;2102
530 759;530
362 1121 1372 1860;362 1372 1860
303 375;375
357 1932 1933 2165;1932 1933 2165
537 664 1503 2349 2350;664 1503 2349 2350
185 289 548 2379 2503;2379
642 800 1726;642 1726
174 359 1138 1483;174 1138
89 354 357 922;357 922
53 1059 1866;53 1059
87 325 326 327 446 2305;327 2305
248 580 628 683 686 808;248 628 683 686
91 151 501 520;91 151 520
919 1426;919
1559 1620;1620
1764 1765;1764
268 429 620;268 429
1437 2865;1437
158 699 1171;699
62 439 714 876 928 1105 1126 1201 1435 1811;439 928 1105 1201 1435
248 625 683 686 715 773 808 1237;248 625 683 686 1237
1154 1695;1154
132 182 524 1156 1259;132 524
174 479 1138 1603;174 1138
12 173 174 324;174 324
506 519 1598 1792 2224;519 2224
225 1214;225
402 997;402
55 60 2017 2254;55 60 2017
897 898 900 1353;898 900
533 1632 1636 2039;533 1632 2039
34 774 791 1056;774 1056
302 496;302
322 374 732 733;374 732 733
667 1161;1161
12 95 1023 1478;12 95
162 1824;1824
12 94 96 173 311 1138;96
426 1203 1267 1555 1632 1882 2040;426 1203 1555 2040
393 545;393
544 1158 1421 1452;1421
198 201 1468 1470 2130;198 201 2130
550 558;550
150 884 986 1775;884 986 1775
39 263 958 1240 2313 2659 2882;2313 2882
1725 2883;2883
301 302 308 1419;302 1419
630 788 1103 1264;630 788 1103
303 792 1059;303 792
113 1100 1709;113 1100
326 738;738
539 817 960 1189 1197 1272 1557;539 1197
1417 2189;1417
241 242 243 244 1042 2184;241 242 243 1042
257 266 1103 1360;257 1103 1360
22 325 326 1538 2114;326 1538
616 1356;616
301 376 686 2091 2301;301 376 2091
132 453 455 524 530 531;132 453 455 531
248 686 808 890;248 808
52 532;532
598 647 850 1403 1622 2667;2667
1030 1368 1369;1030
232 381;232
449 595 813 831 1708 1727 2056;813 831 1708
37 38 484 1107 1403;38
125 322 1576;125
105 350 381 526 620 1050 1385 1497 2038;1050 1497
46 823;46
225 500 501;225 501
789 2877;2877
81 241 242 243 650 651 1230 1278 2184;241 242 243 651 1230
476 875 1281;875 1281
366 427 428 908 933 1243;366 428 908 1243
2065 2692;2065
265 287 429 1606 2462;287 429 1606 2462
603 1158 1421;1158
402 997;997
766 1245;1245
72 73 76 125 164 437 587;72 73 125
301 709 710 1874 2392;1874
662 687 688 717 966;662 687 966
124 374 637 1553 1653;374 637
272 273 546 747 1596;272 273 747 1596
20 22 330;20 22
522 801;522
1884 1885;1885
332 333 850 2473;332
168 711 853 1566;711 853
190 998 1507 1684 2577 2719;998 1507 1684 2719
132 453 524 537;132 524 537
62 250 1250;62 1250
179 825;179
669 670;670
972 1214;1214
1458 1460;1458
553 869 870 1018 1442 2250;869 870 2250
12 13 94;12 94
2 3 765;2 765
110 1100 1349;110 1349
712 768;712
52 532 851 1500 1571;532
72 556 838;556
173 174;174
354 397 867 918 1198 1625 2275;354 397 867 1198 1625
197 198 199 1268 1970 2253;199 1268 1970 2253
115 117 329;329
218 354 356 357 397 741 1198;354 356 397 741
463 2843;463
1900 2004;1900
413 1705 2700 2701;1705 2701
1126 1191 1272 1288 1557 1811;1126 1191 1272 1811
458 1856;1856
352 557;557
303 304 306 308;303
51 667 1566 1978;667 1566 1978
54 470 664 1952;54 470 1952
2763 2764;2764
616 1013;616
489 492 561;492 561
425 427 676 1302;427 676 1302
325 326;326
1181 1533;1533
20 21 139 140;20 21 139
354 742 867 917 1198 1584;742 867 917 1198 1584
812 930 1220;930
154 1975 2188;154
190 192 194 429 630 662 687 716 1180;429 630
567 643 1263 1511;643 1511
247 608 664 747 1147;608 747
32 113 216 217;32 113 217
1013 1184 1511 2338;1511 2338
124 374;124
1109 1923 2419;1109 1923
127 129;129
124 942;942
197 1268 2133;197 2133
464 736 737 753;464 736 737
24 26;24
134 167 1854;134 1854
308 1862;308
354 397 742 1198 1584 1625 1704 2458;742 1198 1584 1625
237 903 962;237 962
132 146 189 454 457 1744;132 189 454 457
1149 1660;1660
2 3 99 256 765 766;2 3 99 765
658 945;945
214 830 878 918;918
611 1867;1867
487 968;487
329 973;973
276 1313;1313
320 813 934;813 934
22 464 2612;464
13 94 95 96 173 174 311 324;95 96 311
61 71 177 898 979 1229;71 898 979 1229
460 462;460
166 167 1947 2460;166 167 1947
503 908 1849;1849
226 458;226
87 1581 2027;87 1581
1095 1408 2204;1095 1408
8 216 636 712 774 983 2216;774 983 2216
20 22 139 140 193 195;193 195
1569 1574;1569
212 2724 2884;2724
442 444 593 708 1708 2429;442 444 593 708 2429
487 622 967 1445 1446;967
1682 2050;2050
226 352 353 407 556 557 963;352
303 306 308;306
26 460;460
356 475 913 1480 2307;356 913 2307
20 21 22 23;20 21 23
749 1549;1549
388 1444 2116;388 2116
12 13 95;12
75 76 1858;1858
462 586 1067 1957;1067 1957
683 926;926
771 2585 2686;2585
2 142 219 221 1832;142 219 221
46 823;823
663 1138 1932 1934 2091;663 1932 1934
500 501 1006 1432;1432
1049 2222;1049
62 65 250 1575 1914;62 65 250
190 974 2078;974 2078
20 139 561;20
1445 1446 2061 2810;1445
50 667;667
275 277 279 423 2659;275 277 279
539 958;539
24 2288;24
1032 1444;1032
1257 1381 1382;1257
1235 1236;1235
319 330;330
667 1846;1846
306 519 771 1280;306
1576 1696;1696
63 67 1616;63
170 271 273 513 516 537;271 273
175 176 888 1085 1362 1544 1545 1990;176 888
593 698 1197 1221;1221
2364 2723;2364
125 159 1570 1576;125 1576
712 722;722
77 1123;77
10 1041 1263 1497 1561 2057;1497
1047 2079;2079
55 60 1200;55 60
522 2195;522
133 273 516 780;273 516
885 1727 1925;885
812 831;812
8 636 722 983;636 983
635 666 798 2885;666 2885
125 126 159 322 353 1569;125 126 322
46 174 302;46
220 413 2291;413
567 577 836 903;567 836 903
32 70 218 867 1483 1770;1483 1770
1299 2036;2036
213 275 313 1237 1861 1878 2313;2313
98 670 1897;670
192 502 611 830;502 830
521 1677 1808;1677
1084 1153 2489;1084 1153
327 328;328
21 139 1064;21 139
179 813;179
502 523 798 799 1048 2042;523 799 1048
143 144 145 146 147 184 187 2472 2747;143 144 145 146 147
666 728 1205 1214 2195;666 1214 2195
413 2280;413
20 101 561 721 1564 1565 1650 1898 2212;721 1898
530 759 1928;530 759
12 213 1102 1130 1657 1921;1921
8 112 216 217;112 216
53 290 2739;290
62 64 65 249 252 1250;62 65 252
491 925 926 2079;491 925 2079
39 1826;39
487 962 1235 2425;2425
323 916 1573;916
121 123 248 376 683 748;121 123 248 683
896 1025;896
669 670 943 1652;669 670
466 1275 1698;1275 1698
163 330;330
55 270 1200;55 1200
121 377 839 2165 2486;377 839 2165
97 98 142 223 224 225 383 500 502 1605;225 500
20 22 165 223 455;20 22 165
39 1725 2155 2398;2155
1485 1486;1486
153 154 177 240 467 1046 1230 2188;153 467
1034 1110 1344 1684 1777 1978 1989;1034 1344 1684 1777 1978
1235 1236;1236
5 236;236
320 440 813 885;320 813 885
773 1608;1608
657 923 1731 2437;1731
248 628 685 686 755 931;628
306 478;478
48 61 241 592 1399 1620;592
225 770;225
306 307 308 326 890;306 307 890
88 538 1043 1384 1581 2598;88 538 1043 1581
1232 2069;1232
139 489 490 561;139 490 561
78 477;477
248 683 686 890 1237;248 686
28 766;28
540 838 2584 2866;838 2584 2866
143 144 146 188 198 783;143 144 146 188
9 32 516 1425 1838;9 516 1425
73 74;73
72 73;72
460 2503;460
947 1853 2078 2186 2819;2078
183 603 1420 2039;603
743 1095 2323;1095 2323
1886 1887 2111;2111
257 470 579 608 747 874 1972;257 747 874 1972
59 138 287 693;59 138 287
109 112 239 1262;109 239 1262
46 823;46
354 356 397 741 742 867 1198 1584 1625;354 397 741 867 1198
156 616 2859;616 2859
220 1064 1367 1753;220 1367 1753
177 241 243 411 429 1046 1105 1230 1495;241 243 1105 1230
269 270 344 345 346 876 1688;269 270 344 346 1688
12 173;12
62 64 66 249 250;62 64 66 249
1154 1339 1768 2489 2523;1768 2489 2523
3 106 603 765 784 1893;3 603 765 1893
150 667 858 859 2634;150 667 858 859
703 704;703
352 557;557
211 711 858 859 2142;211 858 859 2142
1094 2332;1094
440 812 813 831 832;440 812 813 831
253 891 892 1385 1670;253 892 1385 1670
413 783 1217 1686 1753 2868;1753 2868
32 158 239 624 672 1207;32 158 239 624
64 249;64
141 1385 1463;141 1463
68 71 313 359 683 854 1353 2177;68 71 359 683
216 852;216
2036 2052;2036
248 628 808 1760;248 628 1760
248 628 683 686 773;248 628 683 773
303 1317;1317
133 470 735 2378;133 735 2378
1311 1788 2008 2356;1788
397 827 917 918 2275 2774;827 918 2275 2774
1690 1945;1945
215 878;878
484 2164;484
20 21 22 140 325 367 649 719 738;21 22 140
352 690 760 1497;352 690
281 1147 1148;1147
473 474 525 693 1814;473 525 1814
330 352;330
151 190 470 785 1002;785 1002
27 28 29 255 1066 1067;27 29 255 1067
303 306 810;303
1493 2533;2533
306 328 1738 2401;328
666 728;666
12 13 173 174 213 214 1932;12 13
1323 2175;2175
188 275 281 536 1147 1240;275 1240
353 782 1569;782
248 395 580 808 895;895
26 27 462 861 1957 2288;1957
14 377 749 922 931 1100 1349 1478 1483 1526;377 1100 1483
73 500 501;73
91 520;520
10 177 242 244 467 980 981 1046 1229 1230;242 980 981 1230
216 1061 1304 1555;216 1061 1304
132 147 453 454;453 454
848 959 1220 1697 1698;848 959 1220 1698
124 126 1518;126
108 109 324;109 324
384 2656;2656
218 356 918 931;356
151 190 364 1782;151 364 1782
262 864 1205 1214 2792;1214
465 979 1229;979 1229
219 220 675;219 675
724 757 1049 1270 1464;1049 1270
33 34 35 805 806 1972;33 34 35
1014 1394;1014
3 426 1768 2021 2659;426 2021
1472 1473;1473
1095 2323;1095
302 792;792
162 164;162
885 1450 1609;885 1609
12 94 96 173;12 96 173
170 273 524 717 1972 2283;170 273 717
77 671;671
683 1610 1721;683 1721
10 112 114 216 1041 1207 1262 1350 1710;112 1207 1350 1710
1130 1480 1546 2819;1130 2819
732 1924;732
124 125;124
3 212 525 693 1034 1161 1342;212 525 1034
544 1076;544
2197 2564;2197
711 858 2142;711 2142
164 322 353;164 353
581 1131;581
140 2366 2367 2573;140 2573
46 178 208 823;208
711 2220;711
405 422;422
161 942 1021 1569 2064;942 2064
830 1044 1130 1781;830 1044 1781
23 833 858 859 1040;833 858 859
242 467 777 898 980 981;467 898 980 981
891 1092 1463;1092 1463
1886 1887;1887
132 454 604 2637;132 454 2637
1130 1572;1130
1398 1646 1652;1398
486 678 1751 2049;678 1751 2049
164 374;164
473 2139;473
9 400 596 793 1061;400 596 1061
762 2025 2105;2025
636 712 723;712 723
13 68 74 554 587 1461 1583 1996 2650;74 1583
856 906 1560 2021;906 1560
333 1652;333
368 1636 1669 1723;368 1636
876 1193 1195 1272 1708;1195 1272
17 110 122 379 380 1130 1327 1903 2769;122 379 1130 2769
625 628 853 1559;628 1559
20 21 23 220 394;20 21 23 394
422 473 1954;422 1954
167 429 1759 2734;429 1759 2734
301 307 685;307
1667 1968 2499;1968
427 492 561 676 1054;427 492 561 1054
75 2125;2125
1004 1174;1174
449 812 813 934;449 813 934
216 426 1718 2217;426 1718 2217
174 324;174
233 271 608;271 608
711 1004 1793;711 1793
71 341 589 900 1297 1353 1929 2299 2638;71 589 900 2299 2638
1798 2654;1798
94 96 173 174 311;96
60 248 686 773 2201;60
2 3 765;2 3
12 13 94 311;12
815 2212;2212
443 444 595;444
546 591 946 1095 1396 1408 1409 1920;1095 1409 1920
306 822;306
1640 2245;1640
580 625;625
55 60;55
489 561;489
177 467 1046 1230;1046
9 596 1059;9 596
257 271 516 608 761 1971;271 516 761 1971
221 1410 1702 1832;1410 1702 1832
576 1151 1152 1980 2160;576 1151 1980
536 973 1153 1413 1534;536 1413
38 517 769 840 1767;38 1767
354 917 1198 1625;354 917 1198
40 42 43 471 769 2354 2603;40 42 43 471 2603
495 822 1003;822 1003
62 65 66 249 251 1250;62 66 251
331 524 872 973 2079;973 2079
1426 1877;1426
46 823;46
150 1019 1917;1019
1579 2411 2425;2411 2425
14 68 71 311 359 1353;14 68 71 359 1353
328 375 1983;375 1983
62 64 65 249;62 64 249
20 248 535 911;248
20 195 248 628 683 1559;20 628 683 1559
2167 2168;2167
321 441 813 814 1194 1451;321 441 813 1194 1451
574 1121 1860 2435 2716;574 1121 1860
190 259 310 1852 2587;190 259 2587
32 301 307 1766;307
401 774 878 989 1099;774 989
304 1317;1317
16 346 761;16
133 166;133
29 330 544 1076 2047 2558 2602;330
487 962 1993 2665;487
931 2209;2209
44 745 2095;44 2095
813 885;885
163 353 990;163
233 313 514 608 662 687 716 721 1972;233 514 608 687 1972
74 127 1791;74
181 182 600 603;181 600 603
304 1182 1216 1778;1182
20 140;140
49 269 270 775 1470 2132 2462;775 1470 2132 2462
326 496;496
140 626 1814;626 1814
277 547;547
592 876 1186 1190 1191 1288;1186 1190 1191 1288
12 94 174 1138;174 1138
9 471 517 673 1061 1609;9 471 673 1061
749 1023 1489 2017 2554;1489 2017 2554
125 159 164;125 164
813 885 1727;813 885
792 1059 1577;792 1059
500 1214 2213;1214
718 1780;1780
262 612 825 1133;612 825 1133
2 3 765;2 3
175 1544;175
39 2125;39
57 60;60
409 830;409
165 232 257 455 619;165 232 455 619
253 1385 1463;253 1463
575 1991 2269;1991
2156 2398;2156
352 990 1088 2254;1088
371 372 1263 1265;371 1265
20 21 139 494;20 139 494
471 1181 1533 1620 2465 2624;471 1181 1533 1620 2465
13 94;13
718 1083;718
72 73 127 587 1225;73
132 166 295 296 347 457 1379 2303;132 166 457
2069 2392;2069
454 693 780 1383 1739 2200;454 693 780
124 126 162 299 941 1573;126
397 742 917 1625 2275;397 742 917
325 385;325
320 321;321
946 1339 1379;1339 1379
182 183 765;182 765
453 805;805
174 651 652 979 1338 1648;1338 1648
626 627 890 1586;626 1586
2 3 604 765;2 604 765
1282 2090;1282
765 1432;1432
180 232 381 504 621;180 621
118 1885;1885
2377 2378 2489;2378
195 410 630;195 630
391 2709;2709
879 880 1997;880
132 452 454 1719;132 452 1719
101 668 1006 1574 2212;1574
134 137 276 277 1239 1854;276 1239
94 174 311 1138;174 311 1138
177 240 241 242 876 1288 1318 2184;240 241 876
944 1076;1076
161 1050 1569;161 1569
422 777 2259;422
150 1033 1342 1343 1777 2255;150 1342 1343 2255
20 21 22 139 635;20 21 22 635
159 164;164
253 254;253
375 1182;1182
143 144 313 524 2744;2744
513 514 1423;514
1577 2583;2583
33 212 271 589 690 1585;212 589 1585
301 385 792;385 792
20 142 220 515 888 2447 2559 2573;20 515 888
73 130 131;131
2 3 765;2 765
190 220 272 501 578 696 1055;190 578 1055
500 501 666 728 933;500 501 666
22 325 326 327 446 719 796;22 796
26 27 29;27 29
1395 1396 2004 2203;1396 2004
1227 1791;1227
102 103 254;102 103
200 656 659 975;656 975
385 719;385
612 1661 2470;1661
248 625 890;625 890
767 827 2655;767
1061 1845 1853 2556;1061 1853
1738 1828 1830 2238 2563 2591 2618;1828
979 981;979
312 662 687 1055;312 1055
62 65 467 650 928 979 980 981 1229;62 928 979 1229
429 1156 1819 1982;429 1819
503 2305;503
164 1576 2699;1576 2699
306 307 792;306 307
655 1249 1600 1752;1249
10 232 242 243 411 653 1041 1042 1275 2049;242 243 653 1042 1275
87 1383;87
116 2360;116
616 1356 1373 2108;616
13 95 174 324 1138;174
54 2173;54
2 765;765
697 1771;1771
24 26;24
1370 1384 2089;2089
2 182 603 1415;182 1415
876 1507;876
361 480 578 821 1487 1525 2040;480 578 1487 1525
188 452 524 665 973 1719 1976 2272;452 2272
320 813 914;320 914
96 173 174 554 1138 1461;174 1138
81 84 650 651 652;81 650 651 652
248 685 808 890;248 808 890
2 3 165 181 232 765 766 1013 1266 2062;2 3 165 232 766
55 60 785 1013;55 60
591 1452;1452
497 620 770 1050 1051 1160 2038;497 770 1051 1160
555 1349 1442;555 1442
240 241 242 244 1042;240 242 1042
1175 1203 2886;1175 2886
1189 1729 2366 2367;1189 1729 2366
1004 1174 1542 1793;1004 1174 1542
1437 2230;1437
484 1619;484
64 467 1230;467 1230
7 168 711 1371;7 168 1371
20 97 139 232;20 139
173 1560 2689;2689
132 488 524 2610 2737 2887;132 524 2737
301 642 1179 2177;301 1179
5 236 567 2403 2477;236
239 243;239
440 812 813 816 817 825 876 1196 2592;812 813 817 825 2592
149 1848;1848
891 1385 1463;1463
772 1317;772
331 524 1370;1370
334 1798;334
314 520 537 1581;314 537 1581
20 22 139 224 225 500 501;20 139 224 225 500
178 238 930;178
353 782;353
105 107 764 1050;107 1050
1161 1330 2242;1161
2 182 515 765 1184 1260;2 515 765 1184
9 471;471
649 738;649
170 700 780 1952 2835;170 2835
352 556 557;556
563 910 1440 2162;910
338 709 1678;338
174 324 1138;174 1138
181 381 504 766 1632 1642 1882;181 381 1632
519 2063;2063
178 208;178
487 1591 2115 2116 2117;2115 2116
263 1849 2707;263 1849
46 1288 1727;46 1727
319 1183;1183
428 2552;428
666 728;666
657 762 1773;657 1773
511 1652;1652
46 823 1629;823 1629
225 588 1983 2759;588
209 211 212 2063;2063
37 126 458 2716;37 458
34 400 1130 1572 1603;400
122 473 513 1374 1424;513 1374 1424
397 742 746 917 918 1584;397 742 746 917 918
274 277 279 855 2659;277 279 855
500 697 1214;500 1214
143 145 146 147 148 184 188;143 145 146 147 148
218 357 993;218 357
23 139 140;23 140
494 721;721
301 647 1311 1675 1898 1920 1984 2405;1675 1898 1920 1984
61 248 341 777 900 2037;61 777 900 2037
81 406 652 2052;2052
1088 2172;1088
496 1216 1419 1778;1419
122 123 379 514 839 1932 2091 2165;122 123 379 1932
2201 2521;2521
927 1624 1733 1845;1624 1733
944 1077 1097;1077
303 304 306 1280 1362;306
20 140 141;20 141
159 1576;1576
563 887 2559;563 2559
303 615 711 1019 1164 1211 1362 1505 1616 2142;615 711 1211 1616 2142
2167 2168;2168
537 538 1581;538 1581
663 1231 1946;1946
46 208 823;46
51 625;51
325 496 719 1778;325
454 2797;2797
2 3 182 765 766;2 3 765
420 469 475 1159 2210;420 475 1159 2210
539 960;539
77 132 233 560 873 1155;77
248 580 625 683 686 905;248 580 683 686 905
550 1322 1370;550 1322
1139 1140 1355;1355
9 49 517;49
614 722 723;614
55 60 1200;55 1200
881 1111;881
732 762 923 1458 1772;1772
12 709 710;710
752 1660;752
182 819 1024 1332;819 1332
671 800;800
8 712 723;712 723
28 29;29
492 493 562;493
217 636 712 723;636 712 723
1300 1301;1301
50 177 240 651 979 1229 1230;979 1229
248 625 890;248 625
208 651 2184;208
190 266 268 429 504 1267;429
176 330;330
826 831 876 979 980 981 987 1146 1229;826 831 876 980 981
428 509 519 574 2224;428 574
190 232 504 782 1267;190 232 504 782
796 1216;796
957 1531 1621 1783;1531
9 517 672 1425;9 517 1425
281 415 522;522
24 476 732 733 1452;24 476 732 733
374 781 941 974 1537 1578;1578
524 665;665
301 668;668
507 1004 1450 1792;1450
20 489 561 833 834;561 833 834
437 438 2030;438
140 248 625 683;625 683
878 1130 1781 1782;878 1781
2202 2328;2328
454 524 665;524 665
1632 1669 2039;1632
845 2194;845
535 911 1564;535
591 1452;591
180 675 1102 1490 2195;675 1102
519 1524;1524
812 813;813
225 635 697 1143 1815;635
61 776 1868;776 1868
280 282;282
303 304 306 1317;304
55 59 60 318 436 1174 1527;55 59 60
68 359 554 854 1353 1461;68 359 1353
62 249;249
371 372 643 1264 1497;643 1264
139 140 353 1538 1569 1574;140 1538 1569
152 880 976 1716 2199 2449 2888;1716 2449
178 320 812 823;178 320 812
611 1801;1801
302 792 1318;302
62 64 65 249 250;62 250
368 1636;368
511 512 926 1054 1273 1274 1366 2826 2827;511 926
205 815 2862;2862
14 218 355 357 922 931 1484 1770;14 357 922
4 370 568 1066 1260 1511;4 1511
320 321 440 831 832 934 2592;320 831 934 2592
526 530 571 759 911 1150 1989 2235;530 759
52 532 2294;532 2294
400 830 918 1130 1202 1572 1583 1869;830 1130 1572 1583
164 322;322
1138 1484;1138
556 1226;556
1022 1259;1259
529 531 536 759;531 536 759
62 1259;1259
121 122 513 748 1548;121 122 748
546 861 2288;546 861
68 960;960
320 434 654 960 1190 1191 1196 1435;434 654 960 1196 1435
1932 1934 2301;1934 2301
300 916 1021;916 1021
241 466 898 980 1350 1351 1584;1350
644 767;767
133 170 666 1541;170
96 359 554 1353 1461 1484;96 1353
152 153 1145 1975 2188 2658 2766;152 1145 2658
434 848 960 1697;434 960 1697
706 707;706
96 1138;96
72 353 557 781 1613;72 557 781
467 651 979 980 981;467 980 981
84 467 980 981 1046;467 980 981
334 463 1247 1755;1247 1755
878 2139;2139
381 1996 2038;381 1996
718 903;903
20 140 253 891 1386 1463;140 253 1386
85 1377 1736 2187;85 1377
496 1142;496
1095 2204;1095
625 686 2126;686 2126
10 704 1890;704 1890
334 1763 1842 2621;1763
1483 1770;1483
151 1439;1439
39 136 279;39
249 341 1171 1297;341 1171
537 664 665;537 664
107 168 363 666 667 718 728 996 1210 1476;666 1210 1476
103 612;612
813 831 934 2092;813
20 23 763;20 23
455 1515 1757;1515 1757
706 707;706
150 755 932 1037 1349 1750 2219;150 755 1037 2219
271 1287 1952;1287
30 1134 1675;30 1675
81 177 650 928 1046 1230 2139;928 2139
1103 1111 1731 1803 2023 2105 2359;2023 2105
82 505 654 1182 1216;1182 1216
97 223 383 1907 2759;2759
20 21 142 223;20 21
325 822;325
174 324 1138;174 1138
125 2699;125
1547 1678;1678
627 683 853 1559;627 683 1559
525 690 760 819;525
334 460 1247 1436 1763;460 1247 1436 1763
898 1627 1929 2157;898 1929
1855 2596;1855
59 436 779 1507;59 436 779
325 446 771 949;446
1538 2221;1538
306 1142;306
800 801;801
628 1230 2184;628 1230
73 74 587 1575 2414;73
226 248 271 683 686 1057;248 271 683
664 1178 1512;1178 1512
20 195 410 615;20 195
74 127 131 1026;131 1026
179 592 1620;179
2188 2237;2188
2 3 181 765 766;2 3 181 765
1886 1887;1886
2078 2186;2078
338 1678 1835;338
173 806 2349 2350;173 2349
474 765 876 977 2200;765 876
669 670;669
352 556;556
54 1033 1684 2556;54 1033
2 3 765 766;2 3 765
88 137 138 272 276 1503;138 272 276 1503
62 252;62
460 546 1013 1217;1013 1217
194 410 1372 1760;194 410 1372
376 377 514 663 839 1932 2091;376 839 1932 2091
409 795 813 1140 1354 1355;1354
17 868 1821;17 868
626 2226;2226
159 162 322 374 1570;374
143 665;665
303 306;306
781 782;781
348 419 420 426 2237;348 420 426 2237
332 333 943;333
125 159 163 941 1059 1577;125 159 1059
547 721;721
84 2889 2890;2889 2890
742 867 917 918 1044 1198 1572;742 867 917 1198
1773 2124;2124
180 500 675 933 1266 1813 1882 1897;500 933 1813 1897
20 21 22 140 494;20 21 22 494
658 1103;658
121 123 377;123 377
62 64 66 252 292 1250;62 64 66 252 292
29 1158;1158
46 327;46
301 302;302
20 21 142 220 367;20 21 367
439 813 885;813 885
814 884 1127 1187 1612 1865 2150;814 884 1127 1187
20 22 140 391 494;20 22 140
1052 1464;1464
325 327;327
22 1052 1908;22 1908
871 872;872
216 636 648 868;216 636 648
124 125 126 374;126
453 538 664 1002 1581 2089 2314;538 1002 1581 2089 2314
1417 2654 2746;2654 2746
117 329 1545;1545
62 64 94 249 311 1138 1250;62 64 94 311
849 1257;1257
1447 1597;1597
306 328 1622;306 328
49 265 429 753 1720 1953;49 429 753 1720 1953
2320 2686;2686
23 596 630 833 890;596
664 1581;1581
449 565 929 979 1152 1980 2160;565 929
411 1287 1870;1870
20 21 22 142 391;20 21 22
124 125 374 941;125
1359 1817;1817
248 580 686;248 686
27 460;460
182 233 524 525;524
356 401 846 1477 1693 1783 1869;1693 1783
306 366 395 537 550 664 1047 1103 1183;537 664 1103 1183
166 619 833 1160 1826;619 833 1826
124 1720 2415;1720
1264 1605;1605
190 427 455 501 933;427 501 933
89 1853;1853
21 140 494;21 140
151 507 1450;1450
1273 1711 1712;1711
1176 1259 1555 2697;1259 2697
721 1072;721
729 731 1779 1834 2079 2454 2497;729 1834
12 13;12
91 788 1188 1280;1188 1280
268 426;426
303 306;306
139 711;711
454 1976;1976
240 241 243;241
524 2860;2860
303 304 306;303
57 399 574;574
12 94 123 159 357 1526 1862 2349;12 94 123 1526 2349
22 23 139;23 139
748 2001 2165 2392;748 2001
437 547 2294;437 2294
113 432 1452 1791;432 1791
230 926 2319;2319
29 2824;2824
106 180 220 232 381 621 1110 1515 2038 2642;2642
327 328;327
2204 2483;2483
2848 2857;2848
467 650 651 652 679;651 679
38 1378 2103 2182;38
1007 1523;1007
607 1371 2304;607 1371
34 216 233 805 806 1300 1869;34 1300 1869
52 1531 2891;1531 2891
292 434 1190 1275 1648;1190 1275 1648
94 96 311 1138;94 96 1138
3 183 603 604 765;3 603 604 765
159 164 322 1570;164
1064 1156 2433;1064 2433
628 683 686 773;628 683 773
472 674 936 1394;472
696 764 1050 1287 1632 1633 1669 1818 2039;1287 1632 1669 2039
325 327 328 446;327
377 748 749 839 1478 2165 2254 2370;839 1478 2165 2254 2370
268 502 569 611 753 916 1292 1879 2625;916
20 21 140 194 195;194 195
195 688 717 2511;195 2511
2065 2345;2065
328 478 796 797 950 1182 1216 1412;796
122 377 749 2165 2369;122 377 749 2165
647 777 2299 2800;2800
623 1304;1304
272 1004 1542 2285 2286;1004 2285 2286
18 19 33 34;18 34
220 411 455 829 830 1044 1202 1572 1659;830 1044 1202 1572
76 128 1858;128
1095 2204;1095
124 374 637;124
1516 2892;2892
1492 2049;2049
248 1380;1380
12 439 1126 1190 1191 1557;439 1126
177 467 1046 2183;467
1804 2187;1804
20 139 140 2122;20 139 2122
52 1036 2138;52 2138
353 781;781
1954 2225;1954
1785 1828 2238 2402 2846;1785 1828 2238 2846
370 570 1223;570 1223
273 480 516 699 700 1525;273 516 700
271 273 677 688;273 677
4 888 2218;4 2218
354 356 867 1583;354 356
3 608;3
47 179 634 1134 2002 2150;47 179 634 2002
76 2125;2125
506 507 519 1004 1174;506 519 1174
125 126 941;126 941
712 723 983;712
178 179 208 596;178 596
326 328 375 478 1216;328
213 420 469 829 1044 1130 1159 1202 1572;420 1159 1572
5 389 765;5 389
97 881;881
2078 2186;2078
471 623 769 1304 1767 1895;471 1304 1767
140 612 1574 2699;1574 2699
590 628 773 1025 1914 1962;590 628 773 1025
1320 1492;1320
142 223 225 1102;223 225 1102
55 60 1831;55 60
1131 1404 2501;2501
669 800;800
167 213 247 272 273 429 470;247 272 273 429
29 322 544 591 1452;591
660 834 1507;660 834
62 64 65 249 250 292 589 2638;64 65 250 589
344 1936 1964 2497 2522;2497
612 660 673 769;612
180 220 232 765 903;765 903
29 1067 1942;29 1067
363 1006 2149;363 2149
269 270 344 346 977 1688;269 344 346 977
321 813 1190 1451 1727 1811;321 1451
2 3 181 765 1184 1260;2 3 1184
81 434 652 1046;81 652 1046
394 853 1588;394 1588
25 683 686 1559 1962;25 683 1559
55 60 248;55
88 262 1644 2277 2282;88 1644 2277 2282
222 232 267 286 426 1852;232 267 1852
110 216 217 1349;110
57 277 429;429
460 462 1753;460
1139 1141 1142;1142
881 1083;1083
764 1389 1669;1389
377 839 2165;839 2165
287 312;287
94 174 311 1138;94 311 1138
182 765 1245;1245
427 492 493 908 1054;427 908
306 307 308 1671;307 308
177 467 913 1046 1229 1338 1929;913 1046 1229 1338 1929
1409 1518;1409
928 979 981 1229;928
101 225 330 1605 2893;330
124 374 637 781 1553 1653;124 637
98 257 696 1897;98
636 723 1842;636 723
781 782;781
489 490 857 1898;489 490 857
20 195 1038 1276 1507 1585 1979 2096;1038 1276 2096
75 130 1088 2125 2330 2414;2125 2330
190 265 428 493 705 1588;705 1588
22 394 853 1283 1771 2798;22 2798
